[0.2064704, -0.051029045, 0.22896312, -0.015496787, -0.18600681, -0.0040103686, 0.014629468, -0.034202944, -0.0070454162, 0.016540537, -0.048556969, 0.032081496, -0.005462097, -0.041807953, -0.023640534, -0.00015910211, 0.0074084084, -0.021817582, 0.027866773, 0.02279509, 0.030247414, 0.02211605, -0.028055755, -0.012568315, 0.019692387, 0.0027148111, -0.0053066518, -0.0059654615, -0.005672066, 0.0044166627;
  0.55789876, 0.37104359, 0.07582432, -0.21384966, -0.030383389, -0.024164161, -0.37877154, 0.049761217, 0.14672574, 0.095196173, 0.020013385, -0.022644904, -0.082201451, -0.018867534, -0.030174887, -0.019742552, 0.024349431, -0.0045434101, 0.034144908, 0.028894156, 0.0065605026, 0.0070402254, -0.011831987, -0.003394518, -0.0085719312, -0.0031864876, -0.0075188912, 0.0026824949, 0.0075503271, -0.003058813;
  -0.13485675, 0.30362567, -0.17390653, -0.28765213, -0.12208434, 0.032208908, 0.11601978, -0.044898953, -0.20378773, -0.18702991, -0.046933956, 0.046447419, -0.0044643353, 0.018472545, -0.0096822064, 0.010808851, 0.033189606, 0.047805801, -0.010056483, 0.010716455, 0.031465095, -0.00023776198, -0.027686492, 0.0070715402, 0.017142884, 0.0034509408, -0.011455636, -0.069224432, -0.0092326123, 0.010071169;
  -0.40111783, 0.12308533, -0.27512315, -0.33515954, -0.12195574, 0.016100323, 0.16614777, -0.038985897, -0.001877903, 0.02209758, -0.020699335, -0.02213707, -0.15461968, -0.057193916, -0.078235075, -0.036091007, 0.095785096, -0.087221883, 0.0297461, -0.090473905, -0.14532776, 0.011313778, 0.051350992, 0.0035719331, 0.020218993, 0.018273026, -0.00096115202, -0.073579215, -0.025918914, -0.003328234;
  -0.27064869, -0.17859176, 0.15132175, -0.1531131, 0.03968069, 0.17803283, -0.019598713, -0.094059065, 0.023977499, -0.03303368, -0.015180239, -0.13294435, -0.0030473354, -0.04312608, 0.035659272, 0.0065750787, -0.069071896, 0.080658376, -0.042771954, -0.040482439, -0.025644187, -0.052358273, 0.026169481, 0.026323857, -0.069214784, -0.008434887, 0.013878447, -0.011972602, 0.027323171, -0.027190134;
  -0.011938059, -0.029999085, 0.27951437, -0.096925527, -0.10528232, -0.049931142, 0.027448105, 0.17781056, -0.052668251, 2.7605636e-05, -0.04973999, -0.083567612, 0.0052428758, 0.036918435, -0.016823458, -0.038398139, 0.023408433, 0.010818287, 0.018437732, 0.0043410701, 0.024213554, -0.0048683588, -0.0094561726, 0.0045489599, -0.010238356, 0.012369557, -0.021803278, -0.020207124, -0.0021996906, -0.042929973;
  0.4848938, 0.15101884, -0.063168362, -0.24374896, -0.052182045, 0.0059114485, -0.12124608, -0.0045901746, 0.069017433, 0.045826711, -0.015905891, -0.014360675, -0.0079711685, -0.026356813, -0.029306283, -0.013492768, 0.012929181, -0.034717564, -0.005965488, 0.0048685386, 0.011204015, 0.0086224405, -0.011085459, -0.0001495272, 0.0046381024, 0.0077705788, -0.00081760279, -0.033454664, -0.01358429, -0.0047218478;
  -0.43221119, -0.17892908, 0.14451471, -0.10567988, 0.0093392031, 0.22730558, -0.030144701, -0.14159444, 0.043094143, -0.041773953, 0.01078253, -0.13570315, -0.0036095947, -0.039161112, 0.036468692, 0.0080718296, -0.059882976, 0.086885214, 0.0076103453, -0.023512013, -0.014934841, -0.051224872, 0.019462777, 0.019122798, -0.097433433, -0.014489014, 0.0082810642, -0.018629855, 0.03060686, -0.022492543;
  0.38228354, -0.057947643, 0.19133966, -0.13249201, 0.014582613, 0.10898877, -0.0020319568, -0.092769556, -0.0019043225, -0.014855554, 0.019083807, -0.090342097, 0.0017918079, -0.062407892, 0.053297885, 0.059237015, -0.059753679, 0.059706874, 0.029100243, -0.021383822, -0.015578856, -0.012557763, 0.0086046159, 0.018248564, -0.029883688, -0.004138486, 0.012032962, -0.0180347, 0.02823217, -0.002062628;
  0.33961257, 0.1934682, 0.064671665, -0.28987938, -0.020450007, -0.0093638217, 0.16383819, -0.027168153, 0.030258162, 0.077369787, 0.0055173817, -0.0040750019, -0.061996687, -0.027903149, -0.036211416, -0.024024911, 0.073475674, -0.042151354, 0.05399923, -0.027162641, -0.1470553, 0.0072661801, 0.054234359, -0.004077368, 0.0021417388, 0.012349985, 0.0015783095, -0.083429925, -0.010976368, 0.045711029;
